name,raw_review,date
Valter Pires Vieira,"Fax pouco tempo que passei à utilizar, nada negativo a reclamar. Ótimo! facilita muito nosso dia à dia!",16 de dezembro de 2019
Liz Harden,"Bom aplicativo, de fácil utilização. Bem seguro.",18 de dezembro de 2019
João Batista Godinho Costa,"Alguma coisa tive dificuldade, mais pela ansiedade de resolver o problema, do que a que o sistema apresenta. Calma é fundamental.",23 de dezembro de 2019
Elias Campos Júnior,"Fácil de usar e completo, parabéns pelo desenvolvimento.",27 de dezembro de 2019
edlene santos,"Muito bom, prático,fácil de manusear e atende bem ao que se propõe.",28 de dezembro de 2019
Carmem Teixeira,"Estou satisfeita com esse aplicativo,pois facilita muito o tempo no meu trabalho.",18 de dezembro de 2019
Andréia Alves Da Silva,Ótimo consigo resolver tudo pelo celular o que facilita muito minha vida corrida pois devido ao meu trabalho ir na agência está fora de questão portanto obrigada BB 🙏,26 de dezembro de 2019
Lauro Alessandro Britez,Estou achando muito intuitivo e simples o uso app! Gostei!,26 de dezembro de 2019
Butika Biruta,Gosto muito do BB mas acho que esse app não e muito completo não consigo ver meu extrato de 7 meses atrás por exemplo....,19 de dezembro de 2019
maria mendonca,Muito bom..Muito pratico nao preciso passar horas na fila ..muitos serviços realizo pelo app,4 de janeiro de 2020
Zailda Coirano,"Ótimo, posso pagar contas com um clique, ver saldo e fazer praticamente qualquer transação.",18 de dezembro de 2019
Max Pedroso,Eficiente e rápido as transações proporcionando segurança e muuuita comodidade.,21 de dezembro de 2019
maria do rosario,Aplicativo fácil de usar. Muito eficiente.,19 de dezembro de 2019
Adriana Carneiro,Não sei o que seria da minha vida sem esse App. Resolvo tudo por ele. Muito prático e fácil de usar.,29 de dezembro de 2019
Heloisa Helena Silva de Magalhães Magalhães,"Uso este aplicativo em qq local onde estou. Como viajo mto, facilita bastante minha administração financeira.",27 de dezembro de 2019
GABRIEL SOUSA,Muito bom! Super recomendo .transações online e totalmente seguro.,29 de dezembro de 2019
Sirlene Luz,"Muito bom, muito eficiente, versatil e seguro recomendo muito bom...",7 de janeiro de 2020
vanilde silva,"Estou gostando desse aplicativo, cada dia descubro algo novo .",27 de dezembro de 2019
Luis Kiko,"Muito fácil de usar, atende minhas necessidades",8 de janeiro de 2020
TL Boaretto,Fui pagar o IPVA pelo app e na hora de confirmar o pagamento está mostrando os dados de outra pessoa e outro veículo,3 de janeiro de 2020
Janaina De Cassia Lopes,"Eu gosto muito do aplicativo BB , pois consigo realizar o que preciso na minha conta sem precisar ir a agência. Eu recomendo esse produto.",2 de janeiro de 2020
Valter Santana,"Eu tenho conta em outros bancos, más pra mim o atendimento do BB é superior aos outros, parabéns",10 de janeiro de 2020
Angela Gonçalves,"Não consigo acessar minha conta,quando consigo fica gerando que eu não tenho conta poupança existente,e meu saldo fica zero o tempo todo.",7 de janeiro de 2020
Beto excluído Luis,Bom App. Desempenho simples e objetivo. Gostei.,11 de janeiro de 2020
Vicente Alexandre,Não consigo completar a minha proposta do cartão de crédito,13 de janeiro de 2020
Peixe Rosa,Sempre que eu vou tentar liberar o acesso ao dispositvo a sessão expira.,12 de janeiro de 2020
alex r,Nao faz leitura dizendo estar desatualizado e não consigo atualização.,14 de janeiro de 2020
Breno Costa,Muito bom. Tudo que preciso tem aqui. Fácil e rapido,8 de janeiro de 2020
A7,App super prático! Facilita demais o meu dia dia. Parabéns aos desenvolvedores.,30 de dezembro de 2019
Iuly Silva,"Muito bom app, consigo resolver todos os problemas em um único clique",26 de dezembro de 2019
Thiago Martins,"Boa tarde ! Show de bola Prático, rápido e objetivo",22 de dezembro de 2019
Mandy Lanne Mandy,Otimo.aplicativo. eu tenho um da CEF mais de longe ele nem se compara com o BB.,23 de dezembro de 2019
Otone Ferreira,Atendimento excepcional funcionário altamente qualificado e atencioso,27 de dezembro de 2019
Wagner Dias,"Depois da última atualização meu App não lê códigos de barras, resolvam por favor.",7 de janeiro de 2020
Dhiego Pimentel,"O melhor App de todos os bancos, super completo. Show de bola",8 de janeiro de 2020
Izabela Lopes,Estou adorando... Resolvo tudo por aq. Prático e rápido,10 de janeiro de 2020
Rizia Rocha,"Amei o aplicativo, e olha que sou resistente as modernidades kkkk",20 de janeiro de 2020
Reginaldo Brito,Muito bom app se ganha muito tempo em muita coisa sem precisar ir ao banco excelente .,25 de janeiro de 2020
PAI e FILHA,Depois da última atualização toda vez que realizo algum pagamento o App fecha sozinho,19 de janeiro de 2020
Ane Juliane Ane,Com todo conteúdo na tela do celular ficou mas fácil resolver as coisas.,21 de dezembro de 2019
Miguel Rossi,Funciona. Às vezes falha. Mas consigo usar quase sempre.,3 de janeiro de 2020
Jose Aparecido,"Gosto muito porque nao preciso mais ficar indo oa banco,pra ver um saldo,tirar um estrato,confirmar se meu pagamento ja esta na conta facilita muito .",4 de janeiro de 2020
Marcia Tomizawa,"Realizo todas as operações bancárias através deste aplicativo,extraordinário",29 de dezembro de 2019
bininha rocha,"No início eu fazia algumas coisas de graça, agora até pra sacar dinheiro no caixa eletrônico tenho que pagar...",16 de janeiro de 2020
Filipe Fischer,"Ótimo aplicativo, prático e intuitivo.",11 de dezembro de 2019
Miriam Rocha,Tenho conseguido fazer todas as transações com rapidez e praticidade.,11 de dezembro de 2019
Glece Maria,"O aplicativo anterior era melhor,esse e complicado.",13 de dezembro de 2019
Joel Miranda,Muito genérico e limitadissimo!!!! Não presta!!!,26 de dezembro de 2019
cisleide silva,Dificuldade para usar o aplicativo quando troca o dispositivo.,31 de dezembro de 2019
Alan Carvalho,"Não estou conseguindo acessar a opção (geral) do app,fica carregando e não abre.",30 de dezembro de 2019
Luzia Francis,Sempre que preciso ele está presente... Dá um retorno excelente!!,26 de dezembro de 2019
Alessandro Cavalcante,"Muito útil, facilita muito a vida, principalmente nos finais de semana e feriados.",1 de janeiro de 2020
Ana carolina Ana,Ótimo aplicativo de fácil entendimento e uso.,19 de dezembro de 2019
Aline Silva,Gostei muito do aplicativo Mas nao subistitui os atendimentos super eficiente q os atendentes tem com a gente #atedente monica ag.itapevi#🤩,18 de dezembro de 2019
Ari Gomes,Deveria ter uma janela so pra codigo QR...cadastro da senha de 8 digito nele sem precisar entrar no banco e enfrentar uma fila enorme por isso dou 03 estrelas,19 de dezembro de 2019
André Lopes,Bem este aplicativo é exelente pois nos ajuda bastante .Tendo assim uma real visao de nossa conta .Sem precisamos sair de casa.,26 de dezembro de 2019
Bolivar Serra,Muito versátil e tem atendido minhas expectativas na resolução de demandas financeiras e idas a agência. Muito bom.,28 de dezembro de 2019
Carlos Junior,"Péssimo não consigo pagar mais do que R$ 800,00 no valor de alguma fatura, me limita muito.",3 de janeiro de 2020
Um usuário do Google,taxa de juros muito caro..mais que há caixa..passei 54 centavos do limite..paguei quase 60 reais ..nunca mais uso o limite do bb tô fora empréstimo 6.5 caixa 4.9...,22 de dezembro de 2019
Luiz Otávio,"O App precisa de algumas correções de vez em quando, mas é adequado!",18 de dezembro de 2019
Amaro Silva,Fui receber na empresa o patrão disse já depositei na sua conta do BB quando fui sacar o dinheiro apresentou conta encerrada Air resolvi mudar pra digital e muito melhor kkkkk,10 de janeiro de 2020
Um usuário do Google,Atualização simplificou e tornou mais intuitivo.,12 de dezembro de 2019
Lourimar Borges,"Prático e objetivo, utilizo com facilidade.",14 de dezembro de 2019
Dii Souza,Assuntos relacionados sobre cartões de crédito não dão informações suficientes e explicativas,13 de dezembro de 2019
ivone gessy dos santos santos,"Esta sendo otimo,quero mais,fazer pagamento,transferencia....",16 de dezembro de 2019
ADILTON COSTA,"Sempre atende minhas necessidades, quando preciso.",4 de janeiro de 2020
Maria Do Rosário Campos Tomich,Para suprir as minhas necessidades como correntista o aplicativo me satisfaz plenamente.,21 de dezembro de 2019
Eliane Beatriz Garrido Ferreira,Abri uma conta Mei pelo app e tenho que ir até a agência cadastrar a senha???Se eu soubesse disso teria aberto a conta pessoalmente na agência.,17 de dezembro de 2019
Maria Aparecida Rodrigues Milan,"Prático, rápido, auto-explicativo",1 de janeiro de 2020
Paulo Lorandi,"Está impedindo de que eu abra qualquer documento, direciona direto para pagamento, péssimo.",7 de janeiro de 2020
Joao Ricardo,"Ótimo aplicativo fácil de usar, atende bem as necessidades",14 de dezembro de 2019
Winetton Tom,"Achei o máximo, muito eficiente, gostei demais.",13 de dezembro de 2019
Adriana Drika,"Super fácil e prático, atendeu minha expectativa.",18 de dezembro de 2019
Jose Antonio Dos Santos Lima Lima,Espetacular esse aplicativo aqui posso resolver muitas coisas do cotidiano apesar de ser a minha primeira conta no bb parabens,19 de dezembro de 2019
Flávio Tsuyoshi,Muito rápido e pratico e facil de usar.,18 de dezembro de 2019
vanessa souza,É muito útil nas emergências e não precisa ficar indo ao banco. Prático.,28 de dezembro de 2019
Maria Natalia,"Cumpriu bem as funções que eu precisei, mas deu problema algumas vezes saia quando eu ia fazer o login",6 de janeiro de 2020
Robson Rangel Gonçalves,Muito funcional e de fácil masueio,10 de janeiro de 2020
Taina Almeida,"Veio pra facilitar , muito Prático , rápido !",14 de janeiro de 2020
George Hilton,App prático e intuitivo.,21 de janeiro de 2020
Nubia Ramos,Eu gosto do aplicativo facilitou muito. Não preciso ir ao banco pra tirar estrato. Bom,12 de dezembro de 2019
Gildete Gonçalves,App maravilhoso. Muito fácil de utilizar. Parabéns.,29 de dezembro de 2019
Lili Alves,"Melhor Banco 😍 Meu cartão é de débito, só falta agora o de crédito.. espero que seja aceito. Não tenho nada do que reclamar, facilita a minha vida ❤ Parabéns",27 de dezembro de 2019
pedro luiz batista,"Pratica, ilustrativa e esclarecedora.",6 de janeiro de 2020
Elinaldo Alves,Muito bom amei Raridade só tá faltando fazer um plano de saúde e liberar crédito empresarial ...,26 de dezembro de 2019
Luis Carlos Silva,O App está dando muito erro msm fazendo todo o processo da recadatro indo em agência.. msm assim da Erro,27 de dezembro de 2019
NILDA ROSSI SILVA,Eu precisava abrir uma conta e morava em um lugar onde não tinha agência. Abri pela internet a conta .Achei muito bom isso.,3 de janeiro de 2020
Cleydson Lima,O App não está atualizando os valores da compras do mês atual ... somente o Mês antigo,12 de janeiro de 2020
Mauricio Sousa,"App de fácil interação, resolvo tudo por ele.",17 de janeiro de 2020
Rafael Lira,App prático e intuitivo.,17 de janeiro de 2020
Ana Carmen,Prático e intuitivo.,22 de janeiro de 2020
Leonice De Fatima Costa Leonice,Pelo aplicativo a gente acompanha o valor q cai e sai da conta e é bom pq assim a gente tem mais controle e não ultrapassa o limite.,22 de janeiro de 2020
maria luiza m j,"Excelente aplicativo, efetuo todas transações bancárias que necessito através dele.",11 de dezembro de 2019
Um usuário do Google,Digital? o aplicativo está mandando eu ir numa agência desbloquear o App....Nem louco.....,22 de janeiro de 2020
Barbara Pereira,"Rápido e eficiente,gostei estão de parabéns",13 de dezembro de 2019
Wilson Silva Wilson,"Faço praticamente tudo pelo App, só vou ao banco para efetuar saque, o resto é pelo APP.",16 de dezembro de 2019
Juciara Soares,"Excepcional muito bom, prático e rápido. Ameiiii",15 de dezembro de 2019
Laercio Mendes,"Consigo resolver quase tudo pelo aplicativo, chega de filas em bancos e lotéricas.",21 de dezembro de 2019
João Silva,"App muito bom! faço pagamentos, transferências, muito prático.",19 de dezembro de 2019
Wilson Ratta Jr,App lixo e bugado. Toda semana atualiza e toda semana me força ir ao banco habitar o bb code... Transtorno total,20 de dezembro de 2019
Leonardo Araújo,BB melhorando a cada dia o app. Fácil e funcional. Parabéns,22 de dezembro de 2019
Claudio Cardoso Cruz,"Atende plenamente minhas necessidades, além da segurança do App.",6 de janeiro de 2020
Roberto S. Mathias,Não consegui utilizar o NFC. Quando eu conseguir eu dou 5 estrelas.,3 de janeiro de 2020
Giovane Souza Gomed,Porque eu estou tentando fazer uma transferência e nunca da certo preciso fazer para hoje e disse que não é possível nunca viu isso,8 de janeiro de 2020
tt skjska,Adorei a opção em abrir PDF para pagamento. Mandaram super bem. Meu banco do coração,7 de janeiro de 2020
Joäo Carlos de Mello,"Está travando, já desinstalei e instalei novamente mas não resolveu.",8 de janeiro de 2020
Soney Rosa,Mais comodidade e rapidez nas transações bancárias.,14 de janeiro de 2020
Daliana Machado,Algum problema nesse momento no app?! Não abre de jeito nenhum.,15 de janeiro de 2020
EDUARDO VASCONCELOS,"Fundamental para o nosso dia a dia, principalmente sem sair de casa! Maravilha! Nota 10!",22 de janeiro de 2020
Pedro Henrique,Aplicativo ótimo. Consegui abrir minha conta e fazer transações.,14 de dezembro de 2019
Elaine Rodrigues,O app BB é muito fácil e rápido resposta de tudo imediata pelo menos tudo que eu procuro 😉,7 de dezembro de 2019
Pedro Antônio,"Bom, mas não existe a opção pagamento digitando o código de barras!",16 de dezembro de 2019
Ivan Augusto,"Faço todos os movimentos financeiros por aqui. Poupa tempo e agiliza, além da segurança e a funcionalidade.",17 de dezembro de 2019
Monica Costa,"Processo constante de aprimoramento, e desenvolvimento de ferramentas para auxilar os clientes em sua necessidades. Parabéns BB!",20 de dezembro de 2019
Sr. Jeff,Tô amando o app intuitivo fácil de usar e uma mão na roda parabéns equipe BB,18 de dezembro de 2019
Edinalva Pinheiro sobral,"App muito útil, faço todas as transações em casa e pelo celular.",6 de janeiro de 2020
giovani cogo,"Maravilhosa experiência, prático e fácil de ser usado",23 de dezembro de 2019
zekarlos pereira,Muito Bom! Adorei! Aguardo o Cartão para iniciar a movimentação financeira. Parabéns!,13 de janeiro de 2020
Lissandra Alves,É um app muito pratico e facil de usar.,10 de janeiro de 2020
Franco Souza,Posso fazer praticamente tudo pelo App. Facilita bastante,10 de janeiro de 2020
Guilherme Deveza,"Mt boa a opção de ler PDF pra pagar boleto, já me salvou mt",20 de janeiro de 2020
Carmen Martin Montenegro,Ajuda muito. Raramente preciso ir até a agência,20 de janeiro de 2020
Rubecine Lins,Gostei bastante. Funcional e moderno.,21 de janeiro de 2020
Welington Borges,Boa instituição e App muito organizado e intuitivo.,14 de dezembro de 2019
